Natural	JJ	0.6923076923076923
language	NN	1.0
processing	NN	0.9259259259259259
-LRB-	-LRB-	1.0
NLP	NN	0.6382978723404256
-RRB-	-RRB-	1.0
is	VBZ	1.0
a	DT	1.0
field	NN	1.0
of	IN	1.0
computer	NN	1.0
science	NN	1.0
,	,	1.0
artificial	JJ	1.0
intelligence	NN	1.0
also	RB	1.0
called	VBN	0.8333333333333334
machine	NN	1.0
learning	NN	0.7674418604651163
and	CC	1.0
linguistics	NNS	0.95
concerned	VBN	1.0
with	IN	1.0
the	DT	1.0
interactions	NNS	1.0
between	IN	1.0
computers	NNS	1.0
human	JJ	0.9565217391304348
natural	JJ	1.0
languages	NNS	1.0
.	.	1.0
Specifically	RB	1.0
it	PRP	1.0
process	NN	0.9166666666666666
extracting	VBG	1.0
meaningful	JJ	1.0
information	NN	1.0
from	IN	1.0
input	NN	1.0
and\/or	CC	1.0
producing	VBG	1.0
output	NN	1.0
In	IN	1.0
theory	NN	1.0
very	RB	1.0
attractive	JJ	1.0
method	NN	1.0
--	:	1.0
interaction	NN	1.0
understanding	NN	0.8787878787878788
sometimes	RB	1.0
referred	VBN	1.0
to	TO	1.0
as	IN	0.9094076655052264
an	DT	1.0
AI-complete	JJ	1.0
problem	NN	1.0
because	IN	1.0
seems	VBZ	1.0
require	VB	0.5454545454545454
extensive	JJ	1.0
knowledge	NN	1.0
about	IN	0.975
outside	JJ	0.5
world	NN	1.0
ability	NN	1.0
manipulate	VB	1.0
Whether	NNP	0.5
NLP	NNP	0.3617021276595745
distinct	JJ	1.0
or	CC	1.0
identical	JJ	1.0
computational	JJ	1.0
matter	NN	1.0
perspective	NN	1.0
The	DT	0.9947916666666666
Association	NNP	1.0
for	IN	1.0
Computational	NNP	0.6666666666666666
Linguistics	NNPS	0.3333333333333333
defines	VBZ	1.0
latter	JJ	1.0
focusing	VBG	1.0
on	IN	0.9716981132075472
theoretical	JJ	1.0
aspects	NNS	1.0
On	IN	1.0
other	JJ	1.0
hand	NN	1.0
open-access	JJ	1.0
journal	NN	1.0
``	``	1.0
Computational	JJ	0.3333333333333333
Linguistics	NNS	0.3333333333333333
''	''	1.0
styles	NNS	1.0
itself	PRP	1.0
longest	JJS	1.0
running	VBG	1.0
publication	NN	1.0
devoted	VBD	0.2
exclusively	RB	1.0
design	NN	0.75
analysis	NN	1.0
systems	NNS	1.0
Linguistics	NNP	0.3333333333333333
Journal	NNP	1.0
Modern	NNP	1.0
algorithms	NNS	1.0
are	VBP	1.0
grounded	VBN	1.0
in	IN	0.99812734082397
especially	RB	1.0
statistical	JJ	1.0
Research	NN	0.25
into	IN	1.0
modern	JJ	1.0
requires	VBZ	1.0
number	NN	1.0
disparate	JJ	1.0
fields	NNS	1.0
including	VBG	1.0
statistics	NNS	1.0
For	IN	1.0
discussion	NN	1.0
types	NNS	1.0
currently	RB	1.0
used	VBN	0.9203539823008849
see	VBP	0.2
article	NN	1.0
pattern	NN	1.0
recognition	NN	1.0
An	DT	1.0
automated	JJ	0.8571428571428571
online	NN	0.375
assistant	NN	1.0
providing	VBG	1.0
customer	NN	1.0
service	NN	1.0
web	NN	1.0
page	NN	1.0
example	NN	1.0
application	NN	1.0
where	WRB	1.0
major	JJ	1.0
component	NN	1.0
1950	CD	1.0
Alan	NNP	1.0
Turing	NNP	1.0
published	VBD	0.2857142857142857
his	PRP$	1.0
famous	JJ	1.0
Computing	NNP	1.0
Machinery	NNP	1.0
Intelligence	NNP	1.0
which	WDT	1.0
proposed	VBD	0.3333333333333333
what	WP	0.78125
now	RB	1.0
test	NN	0.8
criterion	NN	1.0
This	DT	0.9841269841269841
depends	VBZ	1.0
program	NN	0.9545454545454546
impersonate	VB	1.0
human	NN	0.043478260869565216
real-time	JJ	1.0
written	JJ	0.15384615384615385
conversation	NN	1.0
judge	NN	0.5
sufficiently	RB	1.0
well	RB	1.0
that	IN	0.41134751773049644
unable	JJ	1.0
distinguish	VB	1.0
reliably	RB	1.0
basis	NN	1.0
conversational	JJ	1.0
content	NN	0.8333333333333334
alone	RB	1.0
real	JJ	1.0
Georgetown	NNP	1.0
experiment	NN	1.0
1954	CD	1.0
involved	VBD	0.3333333333333333
fully	RB	1.0
automatic	JJ	1.0
translation	NN	1.0
more	JJR	0.25263157894736843
than	IN	1.0
sixty	CD	1.0
Russian	JJ	1.0
sentences	NNS	1.0
English	NNP	0.8108108108108109
authors	NNS	1.0
claimed	VBD	1.0
within	IN	1.0
three	CD	1.0
five	CD	1.0
years	NNS	1.0
would	MD	1.0
be	VB	1.0
solved	VBN	1.0
However	RB	1.0
progress	NN	0.8571428571428571
was	VBD	1.0
much	RB	0.7272727272727273
slower	JJR	1.0
after	IN	1.0
ALPAC	NNP	1.0
report	NN	1.0
1966	CD	1.0
found	VBD	0.42857142857142855
ten	CD	1.0
long	JJ	1.0
research	NN	1.0
had	VBD	1.0
failed	VBN	1.0
fulfill	VB	1.0
expectations	NNS	1.0
funding	VBG	0.25
dramatically	RB	1.0
reduced	VBN	1.0
Little	JJ	1.0
further	JJ	0.75
conducted	VBN	0.8
until	IN	1.0
late	JJ	1.0
1980s	NNS	0.6666666666666666
when	WRB	1.0
first	JJ	0.8484848484848485
were	VBD	1.0
developed	VBN	0.38461538461538464
Some	DT	1.0
notably	RB	1.0
successful	JJ	1.0
developed	VBD	0.6153846153846154
1960s	NNS	1.0
SHRDLU	NNP	0.8333333333333334
system	NN	1.0
working	VBG	1.0
restricted	JJ	1.0
blocks	NNS	0.75
worlds	NNS	1.0
vocabularies	NNS	1.0
ELIZA	NNP	1.0
simulation	NN	1.0
Rogerian	JJ	1.0
psychotherapist	NN	1.0
written	VBN	0.8461538461538461
by	IN	1.0
Joseph	NNP	1.0
Weizenbaum	NNP	1.0
1964	CD	1.0
Using	VBG	1.0
almost	RB	1.0
no	DT	1.0
thought	NN	0.3333333333333333
emotion	NN	1.0
provided	VBD	0.4
startlingly	RB	1.0
human-like	JJ	1.0
When	WRB	1.0
patient	NN	1.0
exceeded	VBD	1.0
small	JJ	1.0
base	NN	1.0
might	MD	0.9615384615384616
provide	VB	0.8333333333333334
generic	JJ	1.0
response	NN	1.0
responding	VBG	1.0
My	PRP$	1.0
head	NN	1.0
hurts	VBZ	1.0
Why	WRB	1.0
do	VBP	0.7307692307692307
you	PRP	1.0
say	VB	0.7142857142857143
your	PRP$	1.0
?	.	1.0
During	IN	1.0
70	CD	1.0
's	POS	0.9215686274509803
many	JJ	1.0
programmers	NNS	1.0
began	VBD	1.0
write	VB	1.0
`	``	1.0
conceptual	JJ	1.0
ontologies	NNS	1.0
'	POS	0.3157894736842105
structured	VBD	0.16666666666666666
real-world	JJ	1.0
computer-understandable	JJ	1.0
data	NNS	0.9090909090909091
Examples	NNS	1.0
MARGIE	NNP	1.0
Schank	NNP	1.0
1975	CD	1.0
SAM	NNP	1.0
Cullingford	NNP	1.0
1978	CD	1.0
PAM	NNS	1.0
Wilensky	NNP	1.0
TaleSpin	NNP	1.0
Meehan	NNP	1.0
1976	CD	1.0
QUALM	NN	1.0
Lehnert	NNP	1.0
1977	CD	1.0
Politics	NNS	1.0
Carbonell	NNP	1.0
1979	CD	1.0
Plot	NN	1.0
Units	NNS	1.0
1981	CD	1.0
this	DT	1.0
time	NN	1.0
chatterbots	NNS	1.0
PARRY	NN	1.0
Racter	NN	1.0
Jabberwacky	NNP	1.0
Up	IN	1.0
1980s	CD	0.3333333333333333
most	JJS	0.39655172413793105
based	VBN	1.0
complex	JJ	1.0
sets	NNS	1.0
hand-written	JJ	1.0
rules	NNS	1.0
Starting	VBG	1.0
however	RB	1.0
there	EX	0.95
revolution	NN	1.0
introduction	NN	1.0
due	JJ	1.0
both	DT	0.6451612903225806
steady	JJ	1.0
increase	NN	0.75
power	NN	1.0
resulting	VBG	1.0
Moore	NNP	1.0
Law	NN	1.0
gradual	JJ	1.0
lessening	VBG	1.0
dominance	NN	1.0
Chomskyan	JJ	1.0
theories	NNS	1.0
e.g.	FW	0.9464285714285714
transformational	JJ	1.0
grammar	NN	1.0
whose	WP$	1.0
underpinnings	NNS	1.0
discouraged	VBD	1.0
sort	NN	0.6666666666666666
corpus	NN	1.0
that	WDT	0.5
underlies	VBZ	1.0
machine-learning	JJ	1.0
approach	NN	0.9714285714285714
earliest-used	JJ	1.0
such	JJ	0.9512195121951219
decision	NN	1.0
trees	NNS	1.0
produced	VBD	0.3333333333333333
hard	JJ	1.0
if-then	JJ	1.0
similar	JJ	1.0
existing	VBG	1.0
Increasingly	RB	1.0
has	VBZ	1.0
focused	VBN	0.8181818181818182
models	NNS	1.0
make	VBP	0.5
soft	JJ	1.0
probabilistic	JJ	1.0
decisions	NNS	1.0
attaching	VBG	1.0
real-valued	JJ	1.0
weights	NNS	1.0
features	NNS	1.0
making	VBG	1.0
up	RP	0.7727272727272727
cache	NN	1.0
upon	IN	1.0
speech	NN	1.0
rely	VBP	0.5714285714285714
examples	NNS	1.0
Such	JJ	1.0
generally	RB	1.0
more	RBR	0.7473684210526316
robust	JJ	1.0
given	VBN	0.9583333333333334
unfamiliar	JJ	1.0
contains	VBZ	1.0
errors	NNS	1.0
common	JJ	1.0
produce	VBP	0.22727272727272727
reliable	JJ	1.0
results	NNS	1.0
integrated	VBN	0.6666666666666666
larger	JJR	1.0
comprising	VBG	1.0
multiple	JJ	1.0
subtasks	NNS	1.0
Many	JJ	1.0
notable	JJ	1.0
early	JJ	0.9
successes	NNS	1.0
occurred	VBD	1.0
work	VB	0.041666666666666664
at	IN	1.0
IBM	NNP	1.0
Research	NNP	0.75
successively	RB	1.0
complicated	JJ	0.6666666666666666
These	DT	1.0
able	JJ	1.0
take	VB	0.6
advantage	NN	1.0
multilingual	JJ	1.0
textual	JJ	1.0
corpora	NN	0.7272727272727273
been	VBN	1.0
produced	VBN	0.6666666666666666
Parliament	NNP	1.0
Canada	NNP	1.0
European	NNP	0.6666666666666666
Union	NNP	1.0
result	NN	0.9090909090909091
laws	NNS	1.0
calling	VBG	1.0
all	DT	0.8372093023255814
governmental	JJ	1.0
proceedings	NNS	1.0
official	JJ	1.0
corresponding	JJ	0.6666666666666666
government	NN	1.0
most	RBS	0.603448275862069
depended	VBD	1.0
specifically	RB	1.0
tasks	NNS	1.0
implemented	VBN	1.0
these	DT	1.0
often	RB	1.0
continues	VBZ	1.0
limitation	NN	1.0
success	NN	1.0
As	IN	1.0
great	JJ	1.0
deal	NN	0.5
gone	VBN	1.0
methods	NNS	1.0
effectively	RB	1.0
learning	VBG	0.23255813953488372
limited	JJ	0.7
amounts	NNS	1.0
Recent	JJ	1.0
increasingly	RB	1.0
unsupervised	JJ	1.0
semi-supervised	JJ	1.0
learn	VB	0.7692307692307693
not	RB	1.0
hand-annotated	JJ	1.0
desired	VBN	1.0
answers	NNS	0.9166666666666666
using	VBG	1.0
combination	NN	1.0
annotated	JJ	1.0
non-annotated	JJ	1.0
Generally	RB	1.0
task	NN	1.0
difficult	JJ	1.0
supervised	JJ	0.875
typically	RB	1.0
produces	VBZ	1.0
less	RBR	0.5
accurate	JJ	1.0
amount	NN	1.0
enormous	JJ	1.0
available	JJ	1.0
among	IN	1.0
things	NNS	1.0
entire	JJ	1.0
World	NNP	1.0
Wide	NN	1.0
Web	NN	1.0
can	MD	0.9834254143646409
make	VB	0.5
inferior	JJ	1.0
described	VBN	1.0
above	JJ	0.3076923076923077
approaches	NNS	0.9285714285714286
paradigm	NN	1.0
different	JJ	1.0
that	DT	0.08865248226950355
prior	JJ	1.0
attempts	NNS	0.5
Prior	JJ	1.0
implementations	NNS	1.0
language-processing	JJ	1.0
direct	JJ	0.8333333333333334
coding	NN	1.0
large	JJ	1.0
calls	NNS	1.0
instead	RB	1.0
general	JJ	1.0
although	IN	1.0
always	RB	1.0
inference	NN	1.0
automatically	RB	1.0
through	IN	1.0
typical	JJ	1.0
A	DT	0.94
plural	NN	1.0
set	NN	0.8974358974358975
documents	NNS	1.0
individual	JJ	1.0
have	VBP	0.7980769230769231
correct	JJ	0.9333333333333333
values	NNS	1.0
learned	VBN	1.0
Consider	VB	1.0
part	NN	1.0
tagging	NN	0.88
i.e.	FW	1.0
determining	VBG	1.0
each	DT	1.0
word	NN	1.0
sentence	NN	1.0
one	CD	0.9384615384615385
never	RB	1.0
seen	VBN	1.0
before	RB	0.3333333333333333
machine-learning-based	JJ	1.0
implementation	NN	1.0
tagger	NN	1.0
proceeds	VBZ	1.0
two	CD	1.0
steps	NNS	1.0
training	NN	0.9642857142857143
step	NN	0.9333333333333333
evaluation	NN	1.0
makes	VBZ	1.0
use	NN	0.4722222222222222
consists	VBZ	1.0
attached	VBN	1.0
such	PDT	0.04878048780487805
Penn	NNP	1.0
Treebank	NNP	1.0
includes	VBZ	1.0
500	CD	1.0
texts	NNS	1.0
Brown	NNP	1.0
Corpus	NNP	1.0
containing	VBG	1.0
various	JJ	1.0
genres	NNS	1.0
text	NN	1.0
2500	CD	1.0
articles	NNS	1.0
Wall	NNP	1.0
Street	NNP	1.0
analyzed	VBN	1.0
model	NN	0.9
generated	VBN	0.9333333333333333
consisting	VBG	1.0
created	VBN	1.0
nature	NN	1.0
question	NN	1.0
surrounding	VBG	0.6
words	NNS	1.0
likely	JJ	0.6875
those	DT	1.0
best	JJS	0.9444444444444444
found	VBN	0.5714285714285714
simultaneously	RB	1.0
meets	VBZ	1.0
conflicting	JJ	1.0
objectives	NNS	1.0
:	:	1.0
To	TO	1.0
perform	VB	0.6363636363636364
as	RB	0.09059233449477352
possible	JJ	1.0
simple	JJ	1.0
so	IN	0.5666666666666667
avoids	VBZ	1.0
overfitting	VBG	0.5
generalizes	VBZ	1.0
new	JJ	1.0
rather	RB	1.0
only	RB	0.8947368421052632
succeeding	VBG	1.0
already	RB	1.0
second	JJ	0.9
process	VB	0.08333333333333333
important	JJ	1.0
development	NN	1.0
any	DT	1.0
algorithm	NN	1.0
testing	VBG	0.2
previously	RB	1.0
unseen	JJ	1.0
It	PRP	1.0
critical	JJ	1.0
testing	NN	0.8
same	JJ	1.0
;	:	1.0
otherwise	RB	1.0
accuracy	NN	1.0
will	MD	1.0
unrealistically	RB	1.0
high	JJ	1.0
classes	NNS	1.0
applied	VBN	0.8666666666666667
they	PRP	1.0
take	VBP	0.4
part-of-speech	JJ	0.9333333333333333
identity	NN	1.0
being	VBG	1.0
processed	VBN	0.8333333333333334
immediately	RB	1.0
left	NN	0.5
right	NN	0.5
tag	NN	0.875
whether	IN	1.0
considered	VBN	1.0
its	PRP$	1.0
immediate	JJ	1.0
neighbors	NNS	1.0
content	JJ	0.16666666666666666
function	NN	0.875
differ	VBP	1.0
then	RB	1.0
feature	NN	1.0
express	VB	1.0
relative	JJ	1.0
certainty	NN	1.0
included	VBN	0.625
addition	NN	1.0
Systems	NNP	0.9166666666666666
advantages	NNS	1.0
over	IN	1.0
hand-produced	JJ	1.0
procedures	NNS	1.0
during	IN	1.0
focus	VB	0.42857142857142855
cases	NNS	1.0
whereas	IN	1.0
writing	VBG	0.6666666666666666
obvious	JJ	1.0
effort	NN	1.0
should	MD	1.0
directed	VBN	1.0
Automatic	NNP	1.0
produce	VB	0.7727272727272727
structures	NNS	1.0
before	IN	0.6666666666666666
erroneous	JJ	1.0
misspelled	VBN	1.0
accidentally	RB	1.0
omitted	VBN	1.0
handling	VBG	1.0
gracefully	RB	1.0
creating	VBG	1.0
extremely	RB	1.0
error-prone	JJ	1.0
time-consuming	JJ	1.0
made	VBN	0.875
simply	RB	0.9166666666666666
supplying	VBG	1.0
increasing	VBG	1.0
complexity	NN	1.0
particular	JJ	1.0
limit	NN	0.5
hand-crafted	JJ	1.0
beyond	IN	1.0
become	VBP	0.25
unmanageable	JJ	1.0
man-hours	NN	1.0
worked	VBD	0.8
without	IN	1.0
significant	JJ	1.0
increases	NNS	1.0
annotation	NN	1.0
Major	JJ	1.0
following	NN	0.3333333333333333
list	NN	1.0
some	DT	1.0
commonly	RB	1.0
researched	VBN	1.0
Note	VB	0.8888888888888888
applications	NNS	1.0
while	IN	1.0
others	NNS	1.0
serve	VB	0.8
aid	VB	0.75
solving	VBG	1.0
What	WP	0.9090909090909091
distinguishes	VBZ	1.0
potential	JJ	0.42857142857142855
actual	JJ	1.0
volume	NN	1.0
devoted	VBN	0.8
them	PRP	1.0
but	CC	1.0
fact	NN	1.0
well-defined	JJ	1.0
setting	NN	0.4
standard	JJ	0.7142857142857143
metric	NN	0.6666666666666666
evaluating	VBG	1.0
evaluated	VBN	1.0
competitions	NNS	1.0
specific	JJ	1.0
summarization	NN	1.0
Produce	VB	1.0
readable	JJ	1.0
summary	NN	1.0
chunk	NN	1.0
Often	RB	1.0
summaries	NNS	1.0
known	JJ	0.4230769230769231
type	NN	1.0
financial	JJ	1.0
section	NN	1.0
newspaper	NN	1.0
Coreference	NN	1.0
resolution	NN	1.0
Given	VBN	0.7857142857142857
determine	VB	0.8260869565217391
mentions	VBZ	1.0
refer	VBP	0.5
objects	NNS	1.0
entities	NNS	1.0
Anaphora	NN	1.0
matching	VBG	0.4
pronouns	NNS	1.0
nouns	NNS	1.0
names	NNS	1.0
He	PRP	1.0
entered	VBD	1.0
John	NNP	1.0
house	NN	1.0
front	JJ	1.0
door	NN	1.0
referring	VBG	1.0
expression	NN	1.0
bridging	VBG	1.0
relationship	NN	1.0
identified	VBN	0.8
structure	NN	1.0
Discourse	NN	1.0
rubric	NN	1.0
related	JJ	0.7333333333333333
One	CD	1.0
identifying	VBG	1.0
discourse	NN	1.0
connected	JJ	0.2
relationships	NNS	1.0
elaboration	NN	1.0
explanation	NN	1.0
contrast	NN	1.0
Another	DT	1.0
recognizing	VBG	1.0
classifying	VBG	1.0
acts	VBZ	0.3333333333333333
yes-no	FW	1.0
statement	NN	1.0
assertion	NN	1.0
etc.	NN	0.8636363636363636
Machine	NN	0.6666666666666666
Automatically	RB	1.0
translate	VB	1.0
another	DT	1.0
problems	NNS	1.0
member	NN	1.0
class	NN	1.0
colloquially	RB	1.0
termed	VBN	1.0
requiring	VBG	1.0
humans	NNS	1.0
possess	VBP	1.0
semantics	NNS	1.0
facts	NNS	1.0
order	NN	1.0
solve	VB	1.0
properly	RB	1.0
Morphological	JJ	1.0
segmentation	NN	1.0
Separate	JJ	1.0
morphemes	NNS	1.0
identify	VBP	0.4166666666666667
difficulty	NN	1.0
greatly	RB	1.0
morphology	NN	1.0
fairly	RB	1.0
inflectional	JJ	1.0
thus	RB	1.0
ignore	VB	1.0
entirely	RB	1.0
model	VB	0.1
forms	NNS	1.0
open	JJ	1.0
opens	VBZ	1.0
opened	VBD	1.0
opening	VBG	1.0
separate	JJ	0.7
Turkish	JJ	1.0
dictionary	NN	1.0
entry	NN	1.0
thousands	NNS	1.0
Named	VBN	1.0
entity	NN	1.0
NER	NN	1.0
stream	NN	1.0
items	NNS	1.0
map	NN	0.5
proper	JJ	1.0
people	NNS	1.0
places	NNS	1.0
name	NN	1.0
person	NN	1.0
location	NN	1.0
organization	NN	1.0
capitalization	NN	1.0
named	VBN	1.0
case	NN	1.0
inaccurate	JJ	1.0
insufficient	JJ	1.0
capitalized	VBN	1.0
span	VBP	1.0
several	JJ	1.0
Furthermore	RB	1.0
non-Western	JJ	1.0
scripts	NNS	1.0
Chinese	JJ	0.2857142857142857
Arabic	JJ	0.75
have	VB	0.20192307692307693
even	RB	1.0
may	MD	1.0
consistently	RB	1.0
use	VB	0.3333333333333333
German	NNP	0.5
capitalizes	VBZ	1.0
regardless	RB	1.0
French	NNP	0.75
Spanish	NNP	1.0
capitalize	VB	1.0
serve	VBP	0.2
adjectives	NNS	1.0
generation	NN	1.0
Convert	VB	1.0
databases	NNS	1.0
chunks	NNS	1.0
formal	JJ	1.0
representations	NNS	1.0
first-order	JJ	1.0
logic	NN	1.0
easier	JJR	1.0
programs	NNS	1.0
involves	VBZ	1.0
identification	NN	1.0
intended	VBN	0.6
semantic	JJ	1.0
derived	VBN	1.0
usually	RB	1.0
takes	VBZ	1.0
form	NN	0.65
organized	JJ	1.0
notations	NNS	1.0
concepts	NNS	1.0
Introduction	NN	1.0
creation	NN	1.0
metamodel	NN	1.0
ontology	NN	1.0
efficient	JJ	1.0
empirical	JJ	1.0
solutions	NNS	1.0
explicit	JJ	1.0
formalization	NN	1.0
confusions	NNS	1.0
implicit	JJ	1.0
assumptions	NNS	1.0
closed	JJ	1.0
assumption	NN	1.0
CWA	NNP	1.0
vs.	FW	0.5
subjective	JJ	1.0
Yes\/No	FW	1.0
objective	NN	0.2
True\/False	NN	1.0
expected	VBN	1.0
construction	NN	1.0
Optical	NNP	1.0
character	NN	1.0
OCR	NN	0.5510204081632653
image	NN	1.0
representing	VBG	1.0
printed	VBN	0.9166666666666666
determine	VBD	0.17391304347826086
Part-of-speech	JJ	1.0
ones	NNS	1.0
parts	NNS	1.0
book	NN	0.875
noun	NN	1.0
table	NN	1.0
verb	NN	1.0
book	VB	0.125
flight	NN	1.0
adjective	NN	0.7142857142857143
out	RP	0.9285714285714286
least	JJS	1.0
ambiguity	NN	1.0
Languages	NNS	1.0
little	JJ	0.6666666666666666
particularly	RB	1.0
prone	JJ	1.0
Chinese	NNP	0.7142857142857143
tonal	JJ	1.0
verbalization	NN	1.0
inflection	NN	1.0
readily	RB	1.0
conveyed	VBN	1.0
via	IN	1.0
employed	VBN	1.0
orthography	NN	1.0
convey	VB	1.0
intended	JJ	0.4
meaning	NN	1.0
Parsing	VBG	0.6
